county,site_number,date_visited,applicant,damage_location,damage_description,local_estimate,fema_validated,change_notes,unvalidated,,,,,
MADISON,,11/12/2019,Town of Lebanon,"Vosburgh Road shoulder damage 42.742616, -75.592928 TO 42.745395, -75.572885","[11/14/19 updated with revised submittals from the applicant for Labor $3,000.00  Materials $9,616.00  Contract $6,714.00 and equipment $8119.00]
One portion of the road is chip and seal and the second portion is a gravel seasonal road. The chip and seal portion suffered a significant washout of the shoulder of the road approximately 90 feet long and 25 feet wide at a varying depth averaging 6 feet.  The seasonal gravel road was significantly eroded and unpassable due to an overtopped culvert. Exact dimensions are yet to be determined.  All repairs have been completed on both sections of the road. Amount to be verified with actual bills.","$27,449","$34,000",,,,,,,
MADISON,,11/12/2019,Town of Georgetown,Bronder Hollow Rd,Meeting with highway superintendent to get the actual damages.  Hard to see in the snow cover.,,,,,,,,,
MADISON,,11/13/2019,Town of Nelson,Multiple Roads with Varying issues,"All items as described by applicant:   
Thomas Road: Opened to plugged pipes. $44.
Lewis Road:  Lost 6 inch dept of road on a chip and oil road.  Had three plugged pipes and lost the rip rap and ditch on 1584 feet of road.  Estimated Cost: $26,832.12.
Sunrise Road: Lost 650 feet of ditch and stone protection also lost road gravel and chip and oil: 25 feet x .67 feet x 650 feet : Estimated cost:  $11,000
Holmes road shoulder repair. $125.  
Green Rd. Gravel Road Washout, 20 feet wide X 1500 feet x 0.5 feet deep. ditch damage 750 feet. [Revised 11/14 to 1000 feet length. Start 42.879728, -75.744048  end 42.878043, -75.745062  Revised cost $35,115.00]
Davis Rd.  52 inch by 36 inch corrugated pipe filled 2 feet in depth. need to be replaced.  Lost gravel 650 feet long X 20 feet Wide by .33 feet deep. [revised 11/14 to 200 feet length. Start 42.846911, -75.710621    end 42.847009, -75.710382  Revised Cost: $6955.00]
Old State road: Repair completed $500.
Hughes Road: repair completed cost $420.
Corkinsville Road 2000 feet long X 18 feet wide X 5 inches deep gravel road washout.  Compacted fill Headwall washout 30 feet long X 6 feet deep X 12 feet wide. Estimated Cost: $34,628.00","$122,449.00 ","$122,449",,,,,,,
MADISON,,11/13/2019,Town of DeRuyter,Multiple Roads with Varying issues,"Dublin Rd. Plugged pipe with gravel and sediment. 
Smith Rd: Shoulder Washout.
Carey Rd: culvert washout shoulder damage. 
Mueller Rd: Sediment and gravel removal. These roads are all completed.
Chapman Rd:  shoulder washout 150 feet long X5 feet Deep X 5 Feet wide. Estimated Cost $5,194.
Carpenter Road: wing wall damage.  Applicant to provide Completed work cost and Carpenter Road damage estimate tomorrow. 
[11/14 addition: Additional damage.  Chapman Road gravel shoulder and road washout. 150 feet long X 5 feet deep X5 feet wide.  Cost $5194.  Additional revisions to cost after the applicant calculated the exact expenditures.]","$14,034 ","$18,000",,,,,,,
MADISON,1,11/14/2019,Madison County Highway Dept,Multiple Roads,"Multiple issue with Roads, Shoulders and Culverts
Labor Cost:   $11,132.55
Equipment Cost:  $6452.39
Material Cost:   $2,390.40
Crumb Hill Rd      
Dugway Rd           
Erieville Rd           
Lebanon Rd             
South Lebanon Rd      
Swamp Rd                
Mason Rd               
Ouleout Rd               
Main St               
NorthBeaver Creek Rd","$19,975","$19,975",,,,,,,
MADISON,2,11/14/2019,Town of Brookfield,Unknown,"Applicant claims costs of $10,000 for labor and materials. They did not submit equipment costs or not where locations were damaged or the extent of damage.","$10,000 ",,,,,,,,
MADISON,3,11/13/2019,Town of Hamilton,Multiple Roads with Varying issues,"The Following roads have work completed. Washed out shoulders and ditch and road cleaning: Bonney Hill Rd, Chappel Hill Rd, Hill Rd, Humphrey Rd, Kiley Rd, Prestone Hill Rd, Rhodes Rd, thayer Rd, Williams Rd, and Wratten Rd.  Completed work Cost: $31,929.30    Uncompleted Work: Morris Rd. Ditch and shoulder wash out, 500 feet long X 4 feet wide X 3.5 feet deep. Estimated cost using DOT code: $8,000.","$39,929.30 ","$39,929",,,,,,,
MADISON,4,11/18/2019,Town of Madison,"Spillway Road 42.84504, -75.52763","This small bridge is located at the base of of the spillway for the Lake Moraine reservoir.  The abutments for the bridge remained intact except for a few stones misplaced. The abutments are laid up limestone.   This will make the concrete deck replacement more difficult.  The bridge was hydrualically overloaded from underneath the force of the water blew up and created a failure in the deck that is 9 feet long and approximately 6 inch wide and 1 foot deep.  The opening allows you to look down into the stream flow.  The old concrete is cumbling in the area of the blowout and will require a full deck replacement.  The top of the deck is a 5 inch depth of old asphalt with a new 3 inch asphalt layer applied 3 years ago.  The existing deck removal will require careful excavation and considerable handwork to prevent distrubance of the laid up stone abutments.  The NYSDOT pricing on a small project is approximately $720 per square yard.  The pavement replacement will be 8 inches thick and approximately 24 feet x 24 feet. there will be additional work necessary for the guide rail replacement, stone work and carrying beams at each end.  The applicant will hire an engineeer to assess the bridge and develop and appropriate repair plan. 
","$28,978 ","$34,000",,,,,,,
MONTGOMERY,1,11/14/2019,Canajoharie,"Riverfront Park Restoration
75 Erie Blvd
42.908833, -74.572205","Work to include (From contractor proposal):
1) removal &disposal of all debris
2) resetting structures and repairing to original conditionals
3) removing gravel on lawn areas and restoring to original condition
Also, electrical hookups for boats damaged. Sign damage.","$177,800","$90,200",,,,,,,
MONTGOMERY,2,11/14/2019,Montgomery County,"Chapman Drive/Truax Road
42.921060, -74.150041",Washout and culvert damage. Damage estimate forthcoming,"$26,490","$26,460",not on PDA site sheet,,,,,,
MONTGOMERY,3,11/14/2019,Town of Mohawk,"Debris & Culvert
(GPS Data pending)","Site #1: Tree debris removal from unnamed creek which flows into the cayadutta creek & mohawk river.
Site #2: Culvert damage; force account labor & equipment.","$13,153","$13,153",not on PDA site sheet,,,,,,
MONTGOMERY,4,11/14/2019,Village of Fort Plain,"Building Roof
42.933597, -74.624467",Roof blown off of a 30' x 60' building.,"$20,000",,,,,,,,
MONTGOMERY,5,11/14/2019,Village of St. Johnsville,"Marina Dock Area
42.994951, -74.678873","Lost docks, electrical service stations for boats connection, fuel pumps, slope erosion 75' x 25' x3', debris removal.","$115,000","$115,000",,,,,,,
MONTGOMERY,6,11/14/2019,Village of St. Johnsville,"Marina Harbormaster's House
42.995004, -74.678684","Harbor masters house flooded damage to electrical panels, interior flood water damage; contents damage.
*Note: coverage provided by the applicant's NFIP flood policy.  Applicable limits: $50000 building, $12000 contents","$62,000","$2,000","Cost listed is covered by insurance
not on PDA site sheet",,,,,,
MONTGOMERY,7,11/14/2019,Village of St. Johnsville,"Water Treatment Plant
42.994720, -74.676127",Waste water treatment plant flooded/ damage to 3 pump motors. Control room for separator house: one large pump burned out. Force account labor for building cleanup. Fencing damage.,"$200,000","$200,000",,,,,,,
MONTGOMERY,8,11/14/2019,Town of Amsterdam,"Culvert Pipe Break 42.57510, -74.101134","Pipe 20"" Long - 6"" Wide - 5' Feet Deep Repair and Back Fill.","$6,540","$6,540",not on PDA site sheet,,,,,,
 ONEIDA,1,11/7/2019,City of Utica Fire Department ,"Fire training facility
Leland Avenue, Utica NY
43.10604, -75.21130","Flood waters entered storage containers where the applicant had 4 large bundles of new OSB 4x8 sheets (plywood), and stacks of 2X4 and 2X6 lumber.   Water also washed into two old used ambulances that were parked there, waiting to go to auction.  Apparent minimal damage to the vehicles, but water did enter the cab of one.   Also the concrete block ""smoke house"" was damaged.  There is a fresh crack in the concrete blocks on the corner of the building affecting 6 courses of concrete blocks.  Applicant states the lumber value is $6000,","$10,000","$10,000",,,,,,,
 ONEIDA,2,11/7/2019,Oneida County,"Elm Street
43.02193, -75.25662","Road Shoulder Washout (260 FT Long X 3 FT Wide X 6 IN High)
Pavement/Road Surface damaged and replaced (120 FT Long X 11 FT Wide X 6 IN High)",pending,"$7,500",,,,,,,
 ONEIDA,3,11/7/2019,Oneida County,Mohawk Street at Elm Street,"Embankment washout (150 FT Long X 6 FT Wide X 8 FT High)
Road Shoulder washout (300 FT Long X 3 FT Wide X 1 FT High)",pending,,,,,,,,
 ONEIDA,4,11/7/2019,Oneida County,Mohawk Street at Roberts Street,"Embankment with rip rap washed out, exposing gas line  (260 FT Long X 25 FT Wide X 15 FT High); Road Shoulder washed out (80 FT Long  X 3 FT Wide X 3 FT High); Road Shoulder (100 FT Long X 2 FT Wide X 1 FT High).",pending,"$340,000",,,,,,,
 ONEIDA,5,11/8/2019,Oneida County,"Sanitary Intercepter 1
43.00937, -75.258941",Severe erosion around Manhole on Sanitary Intercepter line. Creek has been diverted by sedimentary debris deposits. Unknown if pipeline is damaged. Access issues.,"159,000.00",,,,,,,,
 ONEIDA,6,11/8/2019,Oneida County,"Sanitary Intercepter 2
43.028475, -75.272177",Severe erosion around Manhole on Sanitary Intercepter line. Barrell exposed due to erosion caused by creek diversion.,"150,000.00",,,,,,,,
 ONEIDA,7,11/8/2019,Oneida County,"Sanitary Intercepter 3
43.027865, -75.270187","Embankment washed out, 70 FT of Sanitary Intercepter Sewer line exposed.","200,000.00",,,,,,,,
 ONEIDA,8,11/8/2019,Oneida County,"Sanitary Intercepter X
43.053012, -75.273779",Loss of heavy rock armoring protecting sanitary sewer intercepter line.,"75,000.00",,,,,,,,
 ONEIDA,9,11/8/2019,Oneida County,"Sanitary Intercepter 5
43.064968, -75.27508",Loss of heavy rock armoring protecting sanitary sewer intercepter line.,"100,000.00",,,,,,,,
 ONEIDA,10,11/8/2019,Oneida County,"Sanitary Intercepter 6
43.089580, -75.298822",Erosion around sanitary manhole intercepter sewer line. Displace heavy armoring.,"75,000.00",,,,,,,,
 ONEIDA,11,11/8/2019,Oneida County,"Sanitary Intercepter 7
43.092886, -75.297635",Erosion around sanitary manhole intercepter sewer line. Displace heavy armoring.,"75,000.00",,,,,,,,
 ONEIDA,12,11/8/2019,Oneida County,"Sanitary Interceptor Armor Washout
43.041542, -75.274504",200 FT of heavy armoring washed away along with large amounts of debris deposits that need to be removed. ,"100,000.00",,,,,,,,
 ONEIDA,13,11/8/2019,Oneida County,"Sanitary Intercepter Inspection
Town of Paris to Whitesboro Pump Station.",Pipeline inspection and cleaning services to mitigate infiltration of debris into pipeline.,"1,000,000.00",$0,"per Tim Murphy - applicant is required to identify damages
Applicant is requesting $1,000,000.00 in funding for pipeline inspection and cleaning services. A $0.00 cost is assigned as it is the applicant's responsibility to identify damages that are a direct result of the event.",,,,,,
 ONEIDA,14,11/8/2019,Oneida County,"Stream
43.112714, -75.293834",Sedimentary debris removal in stream. ,"100,000.00",,,,,,,,
 ONEIDA,15,11/8/2019,Oneida County ,"Dunham Manor Park
43.104270, -75.301947","Dunham Manor Park, Sauquoit Creek Flood Plan Restoration Phase 1. Loss of planting, stream diversion, sedimentary debris removal, embankment restoration, loss of Benching. Loss of cross veins and J hooks.","400,000.00",$0,"per Tim Murphy - The Applicant is claiming 400k in damages to an embankment approx. 2000 ft long. Volume and velocity of floodwaters in the Saqouit creek created a gravel bar the applicant is concerned about. Possible creek re-alignment. Gravel bar is not eligible per policy at the embankment the applicant stated there were soils ""shelf"" with plantings that was recently completed to mitigate flooding. This area was under water and could not be accessed for damages.",,,,,,
 ONEIDA,16,11/8/2019,Oneida County DPW,"Metal Squash Pipe near Streiff Road
43.224115, -75.3224115 ","High velocity flood waters washed out a section of Rip-Rap measuring 150FT Long X 5FT High X 4FT Wide.  It also left a gravel deposit on one side of the pipe measuring 180FT Long X 25 Feet Wide X 18 Inches Deep and a  gravel bar on the other side, measuring 120FT Long X 30FT Wide X 2 FT Deep.  The flood waters also compensated the 60FT Long X 14FT Tall X 10 FT corrigated metal squash Pipe.  The bottom of the pipe is covered with gravel and buckleing  in two places.  A plunge pool was created measuring 20FT Long x 20FT Wide X 4FT Deep and the outlet side wingwall has been dislodged, measuring 25Feet Long X 16FT High.","$225,000 ","$225,000",,,,,,,
 ONEIDA,17,11/8/2019,Oneida County DPW,"North Road
42.986658, -75.516860 ","High velocity flood waters overwhelmed a stream flowing under North Road and clogging a 48Inch X 80FT metal culvert.  The retaining wall on the west side of the road is undermined, measuring 42FT Long X 3FT Wide X 4FT Deep.  The flooding event caused the stream to overflow its banks, depositing gravel material from 150FT up stream, down towards the road.  The gravel material has caused the stream to change its direction, from mostly flowing under North Road, to now traveling on the opposite side along North Road.","$1,200,000 ","$500,000",,,,,,,
 ONEIDA,18,11/8/2019,Oneida County DPW,"Summit Road Bridge
42.946044, -75.250864 ","Flood waters overwhelmed the brook compromising the footing of a 70FT Long X 3FT Deep X 5FT Wide retaining wall.  Behind the wall is an opening, measuring 25FTLong X 5FT Wide X 7FT Deep.  This hole is exposing the brook from the eroding ground. A gravel deposit has also formed, measuring 64FT Long X 25FTWideX2FT Deep.","$150,000 ","$150,000",,,,,,,
 ONEIDA,19,11/7/2019,Oneida County Sewer Treatment,"Griffiths Place
43.002406, -75.255064","High velocity flood waters washed out the integral support of the sewer main, exposing it to the outside elements. The measurements of the washed-out material is 150' Long X 50' Wide X 13' Deep. ","$159,200",,,,,,,,
 ONEIDA,20,11/8/2019,Oneida County Waste Water ,"Waste Water Pump Station
43.118681, -75.286492","Waste Water Pump Station located in V/O Whitesoboro along Sauquoit Creek. Damages include flooding to the Pump Station building, flooding to the Bar Screen Building, along with flooding to outside site areas, and the access road to the Facility.","1,400,000.00","$900,000","Applicant states on 11/20/19 there is no insurance on the facility*** Mandatory NFIP deduction (-$500,000.00) taken to capture costs",,,,,,
 ONEIDA,21,11/7/2019,Town of Bridgewater,"Hardscrabble Rd (1) 42.906096, -75.253756        ","Overland flooding washed out a 15"" x 20' driveway pipe with headwalls and tail walls.","$1,500","$1,500",,,,,,,
 ONEIDA,22,11/7/2019,Town of Bridgewater,"Hardscrabble Rd (2)
42.907090, -75.254786",Overland flooding washed out a ditch measuring 400 yds long x 8FT Wide X 2FT Deep.  700CY of unclassified fill is needed @ $30.00 CY to repair the ditch.,"$21,000","$21,000",,,,,,,
 ONEIDA,23,11/7/2019,Town of Bridgewater,"Hardscrabble Rd (3) 42.907276, -75.255868",High velocity flood waters washed out the tail wall from a 10FT diameter pipe. This also created a plunge pool at the outlet end of the pipe.,"$10,000","$10,000",,,,,,,
 ONEIDA,24,11/7/2019,Town of Bridgewater,"Hardscrabble Rd (X) 
42.907979, -75.258234","High velocity flood waters washed out the integral support of the road, 90FT Long X 10FT High X 4FT Wide.  Stacked Rip-Rap is required to support the road.","$18,200","$10,000",,,,,,,
 ONEIDA,25,11/7/2019,Town of Bridgewater,"Hardscrabble Rd (5)
42.916074, -75.265310","High velocity flood waters washed out the  integral support of the road, 45FT Long X 18FT High X 4FT Wide.  Stacked Rip-Rap is required to support the road","$15,000",$0,"Applicant identified costs at 15,000.00 per a inspection of the site and supporting pictures from the grantee eligible damage can not be identified ",,,,,,
 ONEIDA,26,11/7/2019,Town of Bridgewater,"Hardscrabble Rd (6) 42.90728, -75.255792 & 42.916338, -75.265582",Overland flooding caused ditch and shoulder damage on approximately 3 miles of road.,"$55,400",$0,"Applicant identified an estimated cost of $55,000.00. Per a inspection of the site and supporting pictures from the grantee eligible damage can not be identified ",,,,,,
 ONEIDA,27,11/7/2019,Town of Bridgewater,"Steven's Road (1)
42.916907, -75.272892 & 42.917581, -75.290062 ","Overland flooding totally washed out one half mile of Steven's road surface, along with 1 mile of ditching.","$46,000","$46,000",,,,,,,
 ONEIDA,28,11/7/2019,Town of Bridgewater,"White's Road (1)
42.908573, -75.278193","Overland flooding totally washed out a 36"" X 60' Cross Culvert, along with associated road damage including the head & tail wall.","$20,000","$20,000",,,,,,,
 ONEIDA,29,11/7/2019,Town of Bridgewater,"White's Road (2)
42.917396, -75.289995","Overland flooding totally washed out a 2' X 50' Cross Culvert, along with associated road damage, including the head & tail wall.","$12,000","$12,000",,,,,,,
 ONEIDA,30,11/7/2019,Town of Bridgewater,"Whites Road (3)
42.917581, -75.290062 & 42.908025, -75.270458 ",Overland flooding washed out 1.5 miles of shoulders and ditches.,"$28,000","$28,000",,,,,,,
 ONEIDA,31,11/7/2019,Town of New Hartford,"Oneida Street Sewer Line under Sauquoit Creek
43.039941, -75.237759","During the event, the Town of New Hartford sewer line was ruptured under Sauquoit Creek.  The damage was found upon inspection with a camera inside the line.  Applicant states the estimate includes temporarily re-routing Sauquoit Creek to dewater the damaged site, so a repair can be made.  ","$400,000","$400,000",,,,,,,
 ONEIDA,32,11/7/2019,Town of New Hartford,"Ray Hill Park Trail
South of Clinton Street
Public Park/Walking Trail","Ray Hill is a paved walking trail/park along Sauquiot Creek, aproximately .5 Miles Long.  There are three main washouts of the park along Sauquoit Creek totaling 1350 FT Long X Average Width 20 FT X Average Hight 15 FT.  Also numerous smaller areas of damage that are not accessible, including exposed gas line (Aprox 80 FT),embankment washouts, debris piles and piles of gravel.  There is evidence that the embankments had been armored with large rip rap in some areas.  
Largest washouts are: 
1) From Clinton Street south to GPS 43.09446 / -75.29721     (650 FT)
2) 43.091584 / -75.295920  (600FT)
3) 43.085991 / -75.293276  (100FT)","$1,500,000","$1,500,000",,,,,,,
 ONEIDA,32,11/7/2019,Town of New Hartford,"Washington Mills Athletic Park
3695 Oneida Street, New Hartford.","Sauquoit Creek left its banks, washing into the Washington Mills Athletic Park causing the following damages:
1) Fencing washed away
2) Baseball field (in field) scoured away 
3) Fishing pier washed out of position and damaged 
4) Storage shed washed out of position about 75 yards.","$15,000","$15,000",,,,,,,
 ONEIDA,32,11/8/2019,Village of Waterville,"Reservoir Road
42.929763, -75.341725","The creek running parallel to Reservoir Road, swelled and exposed the village's water main located at the bottom of the creek.  This brook runs approximately 227YDS Long X 4FTWide X 3FT Deep along the road.  The creek use to be 1FT Deep, with the creek bottom covering the water main. Material is now needed to cover the bottom of the brook.","$15,000 ","$15,000",,,,,,,
 ONEIDA,32,11/8/2019,Village of Waterville,"Retention Reservoir
42.928745, -75.339762 ","High velocity flood waters overwhelmed the spillway, breaking up the concreate slabs on the bottom, measuring 255FT Long X 5FT Wide X .5FT Deep.  A 60FT Long x 11FT Wide x 20FT Deep embankment by the spillway, washed away with the slabs, blocking the flow of water under a pedestrian bridge.  This caused more water to wash into the two-million-gallon retention reservoir.  The rush of water overtopped the face of the dam, eating away a 78FT Long X 25FT Wide X 15FT Deep section of material.  This caused a waterfall effect over the face of the dam, washing out a storage building located at the bottom and moving it 12 feet from its original location.  The Village does not use this reservoir as a water source.","$2,000,000 ",,Dam safety inspections required and applicant maintenance records,,,,,,
 ONEIDA,32,11/8/2019,Village of Waterville,"Water Treatment Plant   
42.940737, -75.390464     
","Due to the October 31st flooding event, the Big Creek swelled even bigger and washed out a 240FT Long x 15FT Wide X 8 FT Deep section of Rip-Rap, near the village's water treatment plant.  The Big Creek also deposited a gravel bar measuring 150FT Long X 50FT Wide X 3FT Deep.  This gravel bar is pushing the creek towards an embankment supporting a building.","$150,000 ","$150,000",,,,,,,
 ONEIDA,,11/18/2019,Oneida County DPW,Porter Road,"Approx. 1 mile long road that is partially paved at the route 10 intersection and the remainder is gravel surface. At the gravel area overland flooding caused ditch scour loss of driving surface fine materials, loss of integral road support (shoulders).",,"$18,000",,,,,,,
 ONEIDA,,11/18/2019,Oneida County DPW,Commercial Street,"The Applicant is claiming $100,00 dollars in costs to remove a gravel bar deposited by the event in the Saquiot Creek adjacent to commercial street.",,$0,Per Tim Murphy - gravel bar is not eligible per policy when it is not in an immediate threat to property allowing permitting concerns for NYS DEC and USA COE requirements regarding widening/deepening the creek with gravel bar removal ,,,,,,
 ONEIDA,,11/18/2019,Oneida County DPW,,Loss of granular fill road shoulder and loss of +/- 35 CY of rip rap,,"$7,500",,,,,,,
 ONEIDA,,11/18/2019,Oneida County DPW,"North Road
",An unnamed tributary damaged a long elliptical CMP at 72 inches wide x 3 foot high x 90 feet long.  pipe is clogged with sediments and needs replacement,,"$500,000",,,,,,,
 ONEIDA,,11/18/2019,Vienna,"Old State Road X9
43.2433136, -75.6493339","High water caused an embankment adjacent to Old State Road 49 to scour and erode which is causing structural failure of the road. Total length of the embankment which would need to be repaired is 213ft X 15ft X 20ft. A ""crack"" in the dirt shoulder of the road was discovered. ",,"$512,000",,,,,,,
 ONEIDA,,11/18/2019,Oneida County,Oneida County Main Sewer Interceptor Pipeline,"The pipeline is about 12 miles long through the county servicing various Towns and Villages to its termination at the Wastewater Treatment in the Village of Whitesboro. The pipeline essentially follows adjacent to the Sauquoit Creek and volume and velocity of floodwaters realigned the Creek, scoured embankments, and created gravel bars exposing the buried pipeline in eight locations. Scouring was severe and access to Sites with exposed pipe is difficult for equipment.",,"$1,093,200",,,,,,,
 OSWEGO,1,11/22/2019,Port of Oswego Authority,"Port of Oswego Authority
GPS: 43.465153  -76.511901","Barrell Building roof (west elevation)
Wind damage to roof shingles.
100 Square to replace
(1) overhead door damaged
Reference Applicant Esimate
Insurance Per Event: $25,000. This item will show that cost for all building(s) damage.","$55,000","$25,000",,,,,,,
 OSWEGO,2,11/22/2019,Port of Oswego Authority,"Port of Oswego Authority
GPS: 43.463135  -76.510917","Dome 3 roof �(west elevation)
Wind damage to roof shingles.
100 square to replace.
Reference Applicant Esimate
Covered by Insurance deductible","$50,000",$0,,,,,,,
 OSWEGO,3,11/22/2019,Port of Oswego Authority,"Port of Oswego Authority
GPS: 43.465863  -76.512186",East Terminal north end pier (to reset rock). Wind and wave damage to pier. Two sections approximately 40 ft L x 10 ft W x 12 ft H each. Needs to be set back with new additional rock.,"$75,000","$55,280",,,,,,,
 OSWEGO,4,11/22/2019,Port of Oswego Authority,"Port of Oswego Authority
GPS: 43.463193,-76.514865","Retaining wall at Sprague tanks on west dock (repair of fissure in wall in two spots). Material: gravel/ashalt mix over fill
Site 4,a1: 75' L  x 10' H x 2'D-avg
Site 4.a2: 15'L x10'H x 2'D-avg
Site 4.b1 facing west: 10'L x 25' Wx 2'D-avg
Applicant estimate adjusted for conditions: $157,425 
NOTE: Applicant is receiving NYS Grant money for this fix partial approx. $100,000. Details forthcoming. 
Net Estimate: 57,425","$175,000","$57,425",,,,,,,
 OSWEGO,5,11/22/2019,Port of Oswego Authority,"Port of Oswego Authority
GPS: 43.467561  -76.508591","Revetment wall on Port East Connector road and rail (new damage due to storm). Wave damage to wall. Next to previous FEMA projects.
65 ft L x 10ft W x 10ft D","$150,000","$106,400",,,,,,,
 OSWEGO,6,11/22/2019,Port of Oswego Authority,"Port of Oswego Authority
GPS: 43.463179  -76.510938","Warehouse roof repair (rip in rubber membrane in roof at north end of warehouse)
Wind Damage to rubber
roof/NW end.
Refer to Applicant Estimate
Covered by Insurance deductible","$80,000",$0,,,,,,,
 OSWEGO,7,11/22/2019,Port of Oswego Authority,"Port of Oswego Authority
GPS: 43.463179  -76.510938","Warehouse overhead doors (4 doors in various locations)
1 Replaced, 3 repaired
Reference Applicant Esimate
Covered by Insurance deductible","$21,284",$0,,,,,,,
 OSWEGO,8,11/25/2019,City of OSWEGO,"City of OSWEGO
GPS: 43.463179  -76.510938","Eastside WWTP. Shoreline erosion
Est. 380 ft L x 5ft W x 5ft H avg. erosion rock and fill missing.
Distance from shore edge to chain linjk fence 36 LF-avg.
No imminent danger to WWTP building.
",,$0,,,,,,,
 OSWEGO,9,11/25/2019,City of OSWEGO,"City of OSWEGO
GPS: 43.463179  -76.510938","Eastside WWTP. Shoreline erosion
Overflow from retention area to lakewater. Estimated rock filling up concrete pipeline about 65% full. Need hand labor and light equipment. Previous debris taken out in July is in photo backup.
",,"$5,000",,,,,,,
 OSWEGO,10,11/25/2019,City of OSWEGO,"City of OSWEGO
GPS: 43.463179  -76.510938","West Linear Park next to Eastside WWTP. WWTP is fine. Three areas along Oswego riverfront damaged:
Area 1:  Approx 20 ft L x 8 ft W Concrete sidewalk on sheet piling with pavers
Area 2: Approx 30 ft L x 30 ft W x 12 ft D-avg. Overtopped slope/earth erosion and some rip rap big rock lost
Arae 3: Approx. 60 ft L x 12 ft W Concrete sidewalk and pavers, no sheet piling underneath. earthen and rock base.",,"$225,000",,,,,,,
 OSWEGO,11,11/25/2019,City of OSWEGO,"City of OSWEGO
GPS: 43.463179  -76.510938","""Barge"" - Rescue Boat, single operator on pontoons Outboard motor. Dents and gashed metal areas filled with foam. FA fixed plus material. Estimated $4,000. Unsure of Insurance deductible.",,"$4,000",,,,,,,
 OSWEGO,12,11/25/2019,City of OSWEGO,"City of OSWEGO
GPS: 43.463179  -76.510938","Bent Aluminum dock in park, 1 panel",,"$5,000",,,,,,,
OTSEGO,1,11/13/2019,Otsego County Jail,"172 County Highway
33W, Cooperstown, NY 13326
42.652197, -74.949884","Heavy rain and wind pushed water through the membrane of the metal roof which caused water to seep down into the interior of the jail which resulted in water accumulating in the prisoner housing block. The water ran down walls and pooled around piping and electric devices. As a result the prisoners had to be moved to the Albany County Jail. The Department of corrections requires that the roof be guaranteed to not leak which means that the whole roof will need to be replaced. They also require that air quality testing be done in order to house the prisoners at the jail.

Mileage for Transport of Prisoners - $1,760.30 (.58 cents a mile x 3,035 miles back and forth to Albany)
Manpower for Transport of Prisoners � TBD Would take a few takes to get me the reports
Inmate Board out to date - $24,055
Inmate Board out estimated until repairs are done - $48,110
Roof Repair - $148,000 (contractor quoted)
Painting - $52,476 (contractor quoted)
Air quality and engineer test - $5,000 (contractor quoted)
Duct work inspection - $24,198 (contractor quoted)
Electric Inspection and potential work � TBD (might need to be done depending on if water ruined electric as it was running through some electric wires)","$303,599","$106,760",,,,,,,
OTSEGO,,,Otsego County,"County Route 22
Exeter, NY
42.797323, -75.127381",Streambank erosion - 170 Feet of Road Damage; embankment height 12.5 feet; 4 feet wide of rip rap,"$40,000","$40,000",,,,,,,
OTSEGO,,,Otsego County,"County Route 15 
New Lisbon, NY
42.616645, -75.079572",Bridge at Evans Rd. Stone Wall & Guiderail Repair,"$32,000","$32,000",,,,,,,
OTSEGO,,,Otsego County,"County Route 11
Hartwick, NY
42.656387, -75.057463",Gravel Bar; Inlet Wing Wall,"$5,000","$5,000",,,,,,,
OTSEGO,,,Otsego County,"County Route 1
Unadilla, NY",Gravel Bar 300 LF Long x 25' Wide x 5' Deep,"$25,000","$25,000",,,,,,,
OTSEGO,,,Otsego County,"County Route 1
Unadilla, NY",Outlet retaining wall needs to be re-set - 40 LF x 8',"$10,000","$10,000",,,,,,,
OTSEGO,,,Otsego County,"County Route 3A
Unadilla, NY",Shoulder washout - 100 LF x 4' Light Stone Fill,"$5,000","$5,000",,,,,,,
OTSEGO,,,Hartwick,"Bice Road
42.694294, -74.978653",1500' road washout,"$17,800","$17,800",,,,,,,
OTSEGO,,,Hartwick,"Bunn Hill Rd., Pleasant Valley & Mil Road, Lippitt Seasonal Rd., Stevens Rd., Goey Pond Rd., Sam Markle Rd., Henley Rd., Willeytown Rd.",Intermittent washout along 1600' road and intermittent washout along 100' of shoulder,"$21,114","$21,114",,,,,,,
OTSEGO,,,Otsego County Electrical Coop,,"Multiple outage and damage locations. Approcimately $10,000 in OT charges","$10,000","$10,000",,,,,,,
OTSEGO,,,Otsego County,"County Route 22
Exeter, NY",Dyn's Cider Mill,"$5,000",,,,,,,,
OTSEGO,,,Otsego County,"County Route 22
Exeter, NY",Beaver dam washout; shot rock,"$3,000",,,,,,,,
OTSEGO,,,Otsego County,"County Route 17
New Lisbon, NY",Culvert outlet erosion,"$2,000",,,,,,,,
OTSEGO,,,Otsego County,"County Route 31
Middlefield, NY",Culvert headwall and washout,"$2,000",,,,,,,,
OTSEGO,,,Otsego County,"County Route 59 Pittsfield, NY",Water over roadway,$500,,,,,,,,
SARATOGA,1,11/8/2019,Saratoga County,"Barney & Kilmer Road
43.108502, -73.9410","200 Feet of road washed out, approx. 5 ft. deep as a result of a culvert on town road overflowing. Currently being recostructed on a permanent basis.","$20,000","$68,887",,,,,,,
